label	tweet
1	&#8220;@USER: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;  - Dis be heaven fo a colored man
1	&#8220;@USER: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh
1	&#8220;@USER: All these hoes been passed around to a Cleveland niggah&#8221;
1	&#8220;@USER: @USER   http://t.co/ChNxcPLZWR&#8221;  Hidey hidey hoe! White folk be all noyvous round coloreds
1	&#8220;@USER: You don&#8217;t listen when I talk, maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen
1	&#8220;@USER: &#8220;@USER: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;
1	&#8220;@USER &#8220;@USER: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too
1	&#8220;@USER: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad
1	&#8220;@USER: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;
1	&#8220;@USER: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty
1	&#8220;@USER: @USER I'm on my Y.U shit using LinkedIn at work b&#8221; lmfaoo bagging them linkiden hoes lol
1	&#8220;@USER: How bitch how ?&#8221;&#128514; FRESH?
1	&#8220;@USER: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!
1	&#8220;@USER: @USER fck you nigger&#8221; lol jk bra
1	&#8220;@USER: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;
1	&#8220;@USER: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @USER @USER he serious
0	&#8220;@USER: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221; Uighur Jihadis: they're not just a PRC tool.
1	&#8220;@USER: @USER @USER Ima whoop this boy!&#8221; It's nothing you bean head ass bitch
1	&#8220;@USER: &#8220;@USER: Hell naw. RT @USER: I wanna see this! http://t.co/u1dqv3EEV3&#8221; yes! Lol&#8221;trash as hell
1	&#8220;@USER: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy
1	&#8220;@USER: Killin in tekken 6 &#128526;&#8221; lies you trash
1	&#8220;@USER: I want to be obsessed with someone and I want someone to be obsessed with me&#8221;then u might have to kill the bitch&#128563;
1	&#8220;@USER: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?
1	&#8220;@USER: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch
1	&#8220;@USER: If yo pussy stank ; u wasn't raised correctly&#8221;lmao
1	&#8220;@USER: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://t.co/Cbel8h29e1&#8221;that looks like a scrotum
1	&#8220;@USER: Everybody entitled to they own opinion tho.&#8221; Not that bitch she need to shut up &amp; sit the fuck down
1	&#8220;@USER: huge nips scary me&#8221; they scary me too
1	&#8220;@USER: Mental Asylum in Dallas Texas, 1980's. http://t.co/03S8dEsEzq&#8221; should I go find this hoe?
1	&#8220;@USER: Tea bag a bitch.&#8221; Pahahaha
1	&#8220;@USER: If I posted pics of everything I do in my life yall hoes would fall in love !&#8221;don't kill em Channing
1	&#8220;@USER: 5'3 200 lbs aint thick bitch, you a fucking warthog&#8221;&#128514;
1	&#8220;@USER: You fat bitches needa stop biting your lips when you take pictures. Y'all look hungry, not sexy.&#8221;&#128514;&#128514;&#128588;
1	&#8220;@USER: how bitches be looking the first day of school. http://t.co/OpSkH1xZGb&#8221;&#128514;
1	&#8220;@USER: @USER LIGHTSKIN MF LMFAOOO&#8221; ight white bitch lol &#128299;&#128299;
1	&#8220;@USER And happy to be hoes too. Smh.&#8221;better than being in denial
1	&#8220;@USER: "fucking white people" http://t.co/uyjGzuX4Cc&#8221; bitch wut?
1	&#8220;@USER: All the seniors young side hoes gonna be at graduation like http://t.co/qFDBBu4hPV&#8221;
1	&#8220;@USER: Realist bitch to ever step foot on a soccer field http://t.co/CSfigYQuT4&#8221; every team has a bitch like this
1	&#8220;@USER: When the nigga with the aux cord playin some trash shit http://t.co/LMP5BeplVy&#8221; @USER
1	&#8220;@USER: bitch in the middle look like a daddy long leg &#128557; https://t.co/f2L8dpbrES&#8221;@USER
1	&#8220;@USER: how black bitches drive when they song come on https://t.co/u50OmK2JY6&#8221;@USER @USER
1	&#8220;@USER: All y'all some fucking coons&#8221; http://t.co/wU7r3OBxhR
1	&#8220;@USER: @USER Ain't my gf you lil nigguh stfu &#128557;&#128514;&#8221; glory be to GOD then lmfaooooooo &#128557;&#128554;&#128517;
1	&#8220;@USER: What these bitches want from ah nigga &#128526;&#8221;
1	&#8220;@USER: If Beyonce &amp; Kim Kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn't neither&#8221; &#9994;
1	&#8220;@USER: if u say ur a mermaid it obviously means ur pussy is fishy&#8221;
1	&#8220;@USER: I'm Dre's a bitch tho&#8221; &#128527;
1	&#8220;@USER: Oh my dogs pussy is so tight, time to loosen it &#128527;."
1	&#8220;@USER: &#128557;&#128557;&#128557;&#128557; RT @USER: When you go down to eat the pussy and it smells tangy http://t.co/oF09PiyL8b&#8221;&#128557;&#128557;
1	&#8220;@USER: Ima just block you hoes out!&#8221;or block em either one lol
1	&#8220;@USER: It's my dogs birthday &#10084;&#65039;&#8221; you should get it a bad bitch &#128521; #punny
1	&#8220;@USER: @USER find a loyal ho&#8221;  @USER &#128521;
0	&#8220;@USER: Lakers really trash.&#8221;&#128686;
1	&#8220;@USER: @USER fag&#8221; but Tony :(
1	&#8220;@USER: "@USER: Bored as hell." Shoulda answered my phone calls bitch&#8221; i rather be bored.
1	&#8220;@USER: @USER you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.
1	&#8220;@USER: You gotta fuck every race just to see which dick/pussy you like the best.&#8221; thot
1	&#8220;@USER: I couldn't hit a woman with a penis and pussy, I don't care how sexy or rich she is&#8221;&#128563;
1	&#8220;@USER: &#8220;@USER: @USER shit where you from&#8221;  Baltimore...&#8221; Man them hoes fine &amp; crazy
1	&#8220;@USER: Smoke good weed with a bad bitch&#8221;&#128079;
0	&#8220;@USER: Name something trash&#8221; Cavs
1	&#8220;@USER: Can't a bitch living say I brought her MICHAEL Kors&#8221; we need more guys like you &#128588;
1	&#8220;@USER: for all the bad bitches out there http://t.co/ESXBexvKEs&#8221;Lets go have some fun&#128536; @USER &#128514;&#128514;&#128514;
1	&#8220;@USER: I hope my future wife, who ever she might be, is sleeping or studying instead if being a hoe right now&#8221; nigga shutcho asss up
1	&#8220;@USER: I'm sorry I offended you when I called you a bitch, I honestly thought you knew.&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;
1	&#8220;@USER: Lmao lexy such a hoe &#128514;&#8221; lmfaooo
1	&#8220;@USER: Eat her pussy nd look at her like this &#128540;&#128541;&#128540; http://t.co/ksazoyurxv&#8221;@USER
1	&#8220;@USER: FML &#128545; My period on !&#8221; Can't pop that pussy now huh?
1	&#8220;@USER: &gt;&gt; Homecoming in 2 days &lt;&lt; http://t.co/M6r2lWAFRV&#8221;  Bet u didn't even have a date bitch, I just went and say in the corner
1	&#8220;@USER: They be hating on my girl tho, but they wish they was the bitch they hating&#8221; this song go
1	&#8220;@USER: &#8220;@USER: Bout to get a breasts reduction these bitches be in the way&#128530;&#8221;&#128514;&#128514;&#128514;&#8221;so serious&#128553;&#128553;&#128553;
1	&#8220;@USER: Can I bring anotha bitch or nah &#128527;&#8221;
0	&#8220;@USER: Golden Oreos &#128016; regular Oreos &#128686;&#8221; YES!!!
0	&#8220;@USER: Oreos are basically dirt circles with cream.&#8221; True.
1	&#8220;@USER: Damn this bitch always gets hit on by The  hottest guys n makes them feel stupid @USER&#8221; i got called an ego kill
1	&#8220;@USER: @USER lmao I minds well be a hoe for all that &#128528;&#8221;&#128563;&#128563; I ain't mean like that girl lol
1	&#8220;@USER: @USER lmao definitely not &#127814;&#8221;&#128553;&#128553;&#128553; I was bout to say don't front bitch that shit a freeway
1	&#8220;@USER: @USER no bitch hurry up lol&#8221;im so hungry I can't focus&#128553;
1	&#8220;@USER: @USER ohhhhh yes bitch yesss&#8221;u ready T?&#128527;&#128520;
1	&#8220;@USER: @USER woke up and bitches was not here lol&#8221;I wasn't angry wit my hoes&#128514;
1	&#8220;@USER: Ima show my ass tonight, I can feel it &#128586;&#8221;omgggg I was thinking the same shit bitch&#128553;&#128553;
1	&#8220;@USER: A lot of women who claim they are yellow are actually red, color blind mother fuckas&#8221; I'm yellow tho &#128129;&#127773;
1	&#8220;@USER: J Cole is trash. I've been saying this for years. Fuck him&#8221; Lol.
0	&#8220;@USER: @USER where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?
1	&#8220;@USER: Bout to ride my horse, to come fuck yo bitch.&#8221;Ooh @USER em tho
1	&#8220;@USER: &#128514;RT @USER: When y'all hoes going to learn how to spell&#8221; &#128588;&#128588;
1	&#8220;@USER @USER coolin my nig ( @USER voice)&#8221; uhhee ( @USER laugh)
1	&#8220;@USER: Yeah you played me, Yeah you got what you wanted. But jokes on you, You about to be a daddy bitch. http://t.co/zCVdyVhvc7&#8221;bruh&#128557;
1	&#8220;@USER: Honesty is all I ask for&#8221; you ugly then a hoe then
1	&#8220;@USER: Bouta let Banko kno, I'm goin be a Ronneagle &#128514;&#128527;&#8221; bitch&#128514;&#128529;
1	&#8220;@USER: &#8220;@USER: When hoes feel like their photo didnt get enough favorites http://t.co/xezFP0uybA&#8221; that's me &#128129;&#128128;&#8221; thirsty ass
1	&#8220;@USER: done w. All these fuck niggas &#128554;&#128514; snip snip hoe &#9996;&#65039;&#9986;&#65039;&#8221; stfu
1	&#8220;@USER: @USER Bol that called the girl a bitch&#8221;Oharrd coo I'm both of them tho &#128526;&#128076;&#128175;
1	&#8220;@USER: @USER Wow, putting a whole manifesto up using TwitLonger.   And by a Canadian. Hey hoser....how many will you adopt?
0	&#8220;@USER: Kit Kat brownies. http://t.co/40W2a8qlBy&#8221; making.
0	&#8220;@USER: Bruh RT @USER: Trent took the yellow path http://t.co/1XxGuKtjp8&#8221;&#128514;&#128514;&#128514;&#128514;
1	&#8220;@USER: @USER because I thought Jay Z would hit her&#8221; yeah he is known for sockin a bitch or 2
1	&#8220;@USER: "@USER: Good pussy have a Nigga like http://t.co/PSBglHnq8Q" funniest thing I've ever seen on my tl &#128557;&#128557;&#128557;&#8221;
1	&#8220;@USER: Yall so fuckin trash yo!!! &#128545;&#128545; @USER&#8221; man them niggas gonna win the skins trash
1	&#8220;@USER: I should be the Global Ambassador of SOMETHING!!! I put ppl on&#8221; des nuts hoe ahh nigga
1	&#8220;@USER: Boutta walk out on these hoes&#8221;
1	&#8220;@USER: &amp; these bitches bound to get hurt, cause a lotta these niggas be playin&#8221;hell yeah
1	&#8220;@USER: @USER lol what else do we have in common nigga hate sleeping in the heat&#8221;&#128514;&#128514; summer is for the birds
1	&#8220;@USER: @USER @USER null bruh they both alive thats hans bitch who died&#8221;  Oh well FBD &#128514;
1	&#8220;@USER: This hoe waited until she got 45 to make a sextape chile.. http://t.co/r9gMmImakO&#8221; OH MY LORD&#128561;
1	&#8220;@USER: "I'm rich......" (Dave Chappelle voice) signed #MLB PED users.&#8221; Say bitch you pussy
1	&#8220;@USER: &#8220;@USER: @USER bitch get outta here dumb ass&#8221; lmao&#8221; &#128555;&#128514;&#128514;
1	&#8220;@USER: wulf bitch http://t.co/foejLgirAd&#8221; thank you&#128079;&#128079;&#128079;&#128079; http://t.co/daHQZU040n
1	&#8220;@USER: Liking all my pictures to get a follow ass bitches &#128514;&#128514;"&#128557;&#128557;&#128557;
0	&#8220;@USER: i need more beanies&#8221;just ordered two true religion ones lol
1	&#8220;@USER: I might fuck around and fuck yo bitch &#128520;&#128175;&#128527;&#8221; eat her ass when your steal her so you'll be a real ass nigga
1	&#8220;@USER: This weather need to not flag today! We trying to 50 zip a bitch tonight&#8221; yessssirrrrr
1	&#8220;@USER: The day you unblock me you will become a man again. But that won't happen so you just a bitch.&#8221; @USER lol
1	&#8220;@USER: @USER dreamgirl McKee &#128514;&#8221;Ooh! Bet you wooonnnttt stick dat hoe
1	&#8220;@USER: Sleep over with guys doesn't mean we gonna fuck. TRUST ME&#8221; you're a bitch for denying them pussy
1	&#8220;@USER: @USER You the Real MVP&#8221; that's wat ya bitch said when I finished &#128514;
1	&#8220;@USER: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/1WhgfzBUkR&#8221; gal in the blue throwing it &#128527;
1	&#8220;@USER: The bad bitches are only bad until they start talking anyway.&#8221; He Preaching
0	&#8220;@USER: Uncle Charlie just got thru lip singing?!&#8221;haha
0	&#8220;@USER: When twitter rappers dm me their trash links http://t.co/o5Orzo1O19&#8221;
0	&#8220;@USER: Lance Stevenson gone leave Indiana&#8221; he trash anyway
1	&#8220;@USER: 5"0 with 30 hoes on my dick #sweg&#8221; you have learned from the best
0	&#8220;@USER: A lot of them are though. Attitudes be pure trash&#8221;  #TeamWhiteGirls  #SwirlTheWorld
1	&#8220;@USER: &#8220;@USER: Sit in there and shit dnt sing hoe @USER&#8221;. no&#8221;yess
1	&#8220;@USER: &#8220;@USER: Y though http://t.co/hg6OO3X3o6&#8221; really hoe? really?&#8221; U the dummy taking a pic
1	&#8220;@USER: When I'm in that pussy, honey I'm home!&#8221; &#128514;&#128514;&#128514;
1	&#8220;@USER: Sexy bitch, hope she bout it&#8221;
0	&#8220;@USER: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow
1	&#8220;@USER: Yall are so confused these days. http://t.co/l2ipE6UvQh&#8221; somebody put that hoe in a dress
1	&#8220;@USER: a majority of my news feed is people arguing about what it means to be a redneck #vermontproblems&#8221;
1	&#8220;@USER: You can be a hoe without having sex, ask any of the girls texting alotta niggas at the same time.&#8221;
1	&#8220;@USER: I'm a pro at losing followers. Some people just can't handle my excessive use of the work "cunt".&#8221; Mines cause I say fuck
1	&#8220;@USER: &#8220;@USER: Repost . http://t.co/GCSrbhqoQP&#8221;&#128079;&#128079;&#128079;&#8221; "kush blunt convos"?? A simple minded ho made this pic I bet
1	&#8220;@USER: If I couldn't trust some of the homies how could I trust these hoes?&#8221;you can't lol
0	&#8220;@USER: Brah Wiz cheated &#128514;&#128557; http://t.co/OZ2PnDNGJ0&#8221; she had hair like a dyke..... Uh.. Duh?
1	&#8220;@USER: These hoes out of control https://t.co/hZmf5maYva&#8221;LMFAOOO
0	&#8220;@USER If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD
1	&#8220;@USER Im drunk, I'm bout to bitch.&#8221;need a ride?
1	&#8220;@USER: Versace Versace, I talk shit on twitter and so that bitch blocked me&#8221;@USER
1	&#8220;@USER: Ginobli dropping them bitches like a Delta line&#8221;. &#128514;&#128514;&#128553;&#9996;&#65039;
1	&#8220;@USER: Clingy girlfriends are the best &#128175;&#10084;&#65039;&#128553;&#128143; http://t.co/Dt9nua4u7A&#8221;  Stop lying to these hoes bro.. That shit annoying
1	&#8220;@USER: Eliot was a pussy.&#8221; MMMMMETHER
1	&#8220;@USER: My bitch bad she's a Puerto Rican &#128527;&#128540;&#8221;what song is that
1	&#8220;@USER: @USER pretty boy face&#8221;  Awee thanks faggot
0	&#8220;@USER: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feel an ulcer.
1	&#8220;@USER: We out! Brooklyn bound wit this money. Feelin like Yung Jeezy in this bitch! &#128299;&#128299; http://t.co/TOq4bFWnzG&#8221; LMAOOOO
1	&#8220;@USER: @USER @USER http://t.co/F7D0mxCExj&#8221; bitch ima shake til I can't nomo
1	&#8220;@USER: @USER fuck you ugly lol show them teeth&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; bitch fuck u
1	&#8220;@USER: @USER lol , be cool son. You know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;
1	&#8220;@USER: @USER mo bitch the special Ed Darlene from backatown &#128514;&#128514;&#8221;&#128128; GN
1	&#8220;@USER: @USER @USER they can't fit on that small ass street son&#8221;bitch you know what happen last time we was onyur st &#128514;
1	&#8220;@USER: Going dumb on this essay&#8221;&#128514; bitch you sad.
1	&#8220;@USER: I fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass
1	&#8220;@USER: Yall on my TL need to be sleep yall got school tomorrow&#8221; bitch I got straight A's ion need to go &#128514;
1	&#8220;@USER: i dont een tryna be disrespectful when i say bitch. its just a term, like bruh or son&#8221;
1	&#8220;@USER: @USER you not gone leave hoe&#8221;&#128514;&#128514;&#128546;
1	&#8220;@USER: the next time I see this bitch I'm beating her ass. job or not.&#8221; lol
1	&#8220;@USER: @USER fuck up bitch &#128530;&#8221; get out mi house &#127969;&#128074;&#128581;&#128514;
1	&#8220;@USER: Bad bitches is the only thing that I like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;
1	&#8220;@USER: @USER @USER it aint bundles soooo nope&#8221;it is bitch she happy hosting
1	&#8220;@USER: No yu can't get no money yu silly hoe...&#8221;
1	&#8220;@USER: These Niggaz bitches hiding behind gangs they ain't in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;
1	&#8220;@USER: @USER DONT Say Shit Else ! Just Stfu !&#8221;bitch we can do a lot more off this Twitter shit you can come see me
1	&#8220;@USER: Niggas talk more then bitches these days&#8221;
1	&#8220;@USER: You little stupid ass bitch i ain't fuckin with you &#127925;&#8221;
1	&#8220;@USER: @USER i aint gone lie &amp; old heads say they see it in me so i figured&#8221; nah you just retarded
1	&#8220;@USER: lmao @USER &amp; Aero sound young af talking bout hoes n weed n shit&#8221; @USER brah you gotta listen to this shit
1	&#8220;@USER: Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;
1	&#8220;@USER: Sometimes I hate AZ &amp; sometimes I love it. Depends on the time of year I guess.&#8221; &amp; the dumb bitches that live here
1	&#8220;@USER: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.
1	&#8220;@USER: @USER or he's eating it cuz he's with a women who just can't cook &#128586;&#8221;then u gotta get rid of that hoe
1	&#8220;@USER: I'm going to miss these bitches so much &#128557; http://t.co/lUpoqaT2R9&#8221; far right she resting on ol girl booty y'all funny as shit
1	&#8220;@USER: You was with the bitch with the fat ass &#128514;&#8221;only way to live when u young that shit gonna get old tho and have a lot of dents in it
1	&#8220;@USER: @USER &#128514; Marcus bitch ass @USER ain't loyal at all! Team hopping ass !!!&#8221; &#128514;&#128557;&#128514;&#128557;&#128514;&#128056;&#9749;&#65039;
1	&#8220;@USER: Hoe fax = type yo bitch number in google to see if it pops up on back pagE  thank @USER&#8221; &#128514;&#128557;&#128514;&#128557;
1	&#8220;@USER: I was told never fold &amp; never sell my sole"They Should Have Told Yu Stay In School ! *Soul&#8221; autocorrect hoed me
1	&#8220;@USER: @USER bitch U TRIED IT . U deserved every foul word that came out Chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;
1	&#8220;@USER One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener
1	&#8220;@USER: @USER negro, you wear a size 5...I'm in a 12&#8221;I'm at a 6 now still growing
1	&#8220;@USER: @USER what's good, family?&#8221;in the gym looking at hoes hit u later
0	&#8220;@USER: When you open your starburst candy and get 2 yellows http://t.co/F0dDbfEzB6&#8221; lmao bruh
1	&#8220;@USER: Birthday Weekend starts today&#8221; Shut yo hoe ass up
1	&#8220;@USER: Bitch niggas pay for hoes just to lay with hoes&#8221; relax one night you'll pay to stay with hoes
1	&#8220;@USER: if your wardrobe consist of mostly leggings, you's a hoe&#8221; guilty
1	&#8220;@USER: &#8220;@USER: In the mall with yo bitch and yo money I'm getting me somethin &#128514;&#128175;&#8221;&#128514;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;
1	&#8220;@USER: Eat a lot of protein Eat a lot of pussy #MattieTrumpsTipsForABetterLife&#8221;  Eat the whole ass
1	&#8220;@USER: I'm jakes bitch&#8221;
1	&#8220;@USER: When you live this gay, you can't be afraid of two black dicks in your butt" you fucking queer
1	&#8220;@USER: A lot of you males need to dress up as real men for Halloween since y'all be acting like bitches all year.&#8221; &#128514;&#128588;
1	&#8220;@USER: You want to be a little bitch, than ima treat you like a little bitch.&#8221;
1	&#8220;@USER: Water polo is so fucking hard #respect&#8221; yeah if you're a pussy
1	&#8220;@USER: @USER @USER Edward did OSS, he sparkled&#8221; &#128514;&#128514; bitch reality
1	&#8220;@USER: @USER who the old bitch??!!&#8221; *hoe
1	&#8220;@USER: I love the song "John Doe" #dope&#8221; @USER @USER faggots
1	&#8220;@USER: I hate when bitches do that "who are you talking to" shit like clearly you.&#8221;I be like "BITCH WIT DA RED DOOR HOE"&#128514;&#128514;
1	&#8220;@USER: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.
1	&#8220;@USER: We'll I'm going to sleep &#128530;&#8221; fag
0	&#8220;@USER: MMMH Daily is out! http://t.co/bPtRtXcel0 Stories via @USER&#8221; @USER #yellow is IN! &amp; @USER luv the bling!
1	&#8220;@USER They not evn hoes in silence anymore&#8221;proud of it .... then want respect
1	&#8220;@USER: When you fuck her GOOD she trip even more&#8221; good dick makes a bitch go crazy
1	&#8220;@USER: @USER so many hoes, that's why&#8221;preach
1	&#8220;@USER: If a photographer doesn't have a back story on how he started, he did it for pussy #believethat&#8221; #CANTKNOCKTHAHUSSLE
1	&#8220;@USER: I've sounded like a fag the last few days &#128584;&#128513;&#128513;&#8221; your emotions are inspiring &#128150;
1	&#8220;@USER: #ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles&#8221; truuuuuu
1	&#8220;@USER: You can be Seminoles but not redskins? K&#8221;Seminole tribe got an agreement with them..fsu pay them to use the name
1	&#8220;@USER: Who that pussy wet for ?&#8221; http://t.co/CruDDDHxHh
1	&#8220;@USER: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot
1	&#8220;@USER: "@USER: I'm dreaming &#128525;&#128525; http://t.co/Y21PyZ5rai" ewwww&#8221;bitch you must be fucked up &#128514;&#128514;
1	&#8220;@USER: @USER LMAO my bitch was listening to gospel music w. liquor in her hand weaaakkk&#8221;lmfaooooooooo I was crying
1	&#8220;@USER: why amanda bitch ass eva cheat on fizz fine ass? ion geddit&#128564;&#8221; theres more to a nigga than his looks.. Thought yall knew dat?&#128564;
1	&#8220;@USER: &amp; you should feel disrespected if a bitch try to suck you up with dry lips. &#128128;&#128128;&#8221;
1	&#8220;@USER: Y'all bitches switch a roo niggas !!!&#8221;&#128064;&#128064; who the hell
1	&#8220;@USER Who is she? RT @USER: Y'all hype that bread loaf chick up but I'm a chill&#8221; a dyke rapper
1	&#8220;@USER: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga
1	&#8220;@USER: Having 0 bitches really the wave&#8221;shaq you got all the hoes
1	&#8220;@USER: Niggas want a good girl but still wanna fuck with hoes but that ain't gone work. Gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu
1	&#8220;@USER: Splash onna bitch Wednesday tomorrow&#8221;
1	&#8220;@USER: @USER them Damn brownies&#8221;I swear lmao
1	&#8220;@USER: Mom : Dont call a girl a bitch. That's somebody's daughter,sister,niece... Me : And somebody's bitch too&#8221;
1	&#8220;@USER: White kids favorite activities 1. Calling people "niggers" on Xbox 2.fucking their pet 3. Shooting up their school&#8221;
1	&#8220;@USER: Smh bitches are such haters !!! How dare they do this to her #blackgirls #jealousy http://t.co/i2nnm1Z1&#8221; YOOO LOOOL
1	&#8220;@USER: Throwing lamps at bitches who need to lighten up.&#8221; True dat
1	&#8220;@USER: Using y = mx + b to measure the slope of that ass girl.&#8221; @USER
1	&#8220;@USER: on my way to fuck ur bitch http://t.co/SgVBBrwOg2&#8221; @USER
1	&#8220;@USER: on my way to fuck ur bitch http://t.co/ZUVwCcn0IV&#8221; @USER
1	&#8220;@USER &#8220;@USER My brother a faggot&#8221;&#8221;smh
1	&#8220;@USER Dnt blame niggas when a female see ya hoe ass ways. Go listen to some JT Money fruitcake&#8221;
0	&#8220;@USER: Some of y'all bios are trash.&#8221; Mine pretty good
1	&#8220;@USER: Bout time   RT @USER: Some of these chicks don&#8217;t want a man, they just want support.&#8221; Tell that bitch to get a bra
1	&#8220;@USER: When the pussy stank http://t.co/D6iRWMInqo&#8221;
1	&#8220;@USER: Remember this bro? &#128514; @USER http://t.co/RAurUW7mY6&#8221;niggah don't show people this &#128514;&#128514;&#128557;&#128567;
1	&#8220;@USER Uhoh you got the hoes lol RT @USER: Y'all I found this letter on my car. http://t.co/lu58HimXxS&#8221; Naaah
1	&#8220;@USER: If she's sending you nudes on snap chats but your not one of the 3 guys on her favorites, she a hoe.&#8221;&#128514;&#128514;&#128514;&#128557;
1	&#8220;@USER: #Mondays are a whole lot better when you're driving a vehicle http://t.co/LIixxMzNdZ&#8221;  "That white pussy uhhh get ya"
1	&#8220;@USER: No longer a side bitch @USER http://t.co/qWcUNa7vcV&#8221; @USER &#128514;&#128557;
1	&#8220;@USER: Spitting on people just shows you weren't raised right. In another words it's a bitch nigga trait.&#8221; @USER
1	&#8220;@USER: spongebob out here beating bitches up http://t.co/eWIHBSQEk8&#8221;@USER
1	&#8220;@USER: A relationship is only made for two.. but some bitches don't know how to count.&#8221;amen to that!
1	&#8220;@USER: Why is everyone who thinks you're an unfunny pandering jizzbag automatically a troll? @USER&#8221;  And he hate colored folk
1	&#8220;@USER: "Darkskin Girls Ugly" &#127383;&#127378; http://t.co/DYeAY2t5AA&#8221;flawless ass bitch
0	&#8220;@USER: In the fashion world "urban" means "stolen from black people" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;
1	&#8220;@USER: It's like when a bitch gotta pretty pussy but it's loose .&#8221;  #witchcraft
1	&#8220;@USER: http://t.co/adhJnGzVPg&#8221;these the white girls u should holla at but Nooooo brothas go for the ugliest bad built hoes ever
1	&#8220;@USER: http://t.co/rPo0QUumBm&#8221; how young is this hoe with a m&amp;m pillow
0	&#8220;@USER I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine&#8221;the abortion survival. Cant 4get that
1	&#8220;@USER: FYI http://t.co/R9JUoT4bGQ&#8221; my favorite type of bitches.
0	&#8220;@USER: My tweets trash&#8221;
1	&#8220;@USER: &#8220;@USER: Small titty bitches pierced nipples look like staples.&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;lmao
1	&#8220;@USER: Ready blow this bitch down &#128293; http://t.co/Y89Oj5Yh9M&#8221;Bring me 3 rellos
1	&#8220;@USER: @USER I couldn't find anything to hold my hair up let alone put a pony in&#8221;no bitch I said post a busted pic&#128557;
0	&#8220;@USER: My leave out is trash &#128552;&#8221;&#128557;&#128557;&#128557; u sick
1	&#8220;@USER: &#8220;@USER: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;&#8221;aye I'm just living life
0	&#8220;@USER: dumb beaner&#8221; http://t.co/r0hABEQhSu
1	&#8220;@USER: I try to keep all my bitches on lay away&#8221; same way I feel
1	&#8220;@USER: Trust these bitches ? Nah&#8221;
1	&#8220;@USER: Is it wrong if I get on this bitch and started talking shit &#128514;?&#8221;yes!
